ply
format ascii 1.D
comment this is my Proccessing file
element vertex 76800
property float x
property float y
property float z
end_header
-0.10642194 -0.26148748 -2.3157282 
-0.10795749 -0.24936211 -2.3491416 
-0.109538 -0.2368817 -2.3835332 
-0.11116548 -0.22403044 -2.418947 
-0.11199749 -0.2092139 -2.4370515 
-0.11284205 -0.19417389 -2.455429 
-0.11456996 -0.18027507 -2.4930282 
-0.11635163 -0.165944 -2.531797 
-0.1172634 -0.14997561 -2.551637 
-0.120086506 -0.13590173 -2.6130674 
-0.038907032 -0.038301397 -0.84661216 
-0.039110407 -0.03274202 -0.8510376 
-0.039523605 -0.027267497 -0.86002874 
-0.039733496 -0.021560954 -0.86459595 
-0.038211573 -0.015107876 -0.8314791 
-0.038017415 -0.009432481 -0.8272542 
-0.037729844 -0.0038048518 -0.82099676 
-0.03735312 0.0017339413 -0.8127993 
-0.03735312 0.007234744 -0.8127993 
-0.03735312 0.012735547 -0.8127993 
-0.03735312 0.018236348 -0.8127993 
-0.037446596 0.023796553 -0.8148333 
-0.037634954 0.029458556 -0.81893194 
-0.037825216 0.03517781 -0.823072 
-0.038407724 0.041375656 -0.8357473 
-0.038506556 0.047152787 -0.8378979 
-0.15489034 0.2124792 -3.3703947 
-0.15816462 0.24026296 -3.4416425 
-0.16334407 0.27218574 -3.5543468 
-0.16514678 0.29951 -3.5935736 
-0.16514678 0.3238303 -3.5935736 
-0.16698971 0.35203576 -3.6336756 
-0.1708018 0.38522527 -3.7166262 
-0.17277387 0.41511655 -3.759538 
-0.17277387 0.44056007 -3.759538 
-0.1708018 0.46068457 -3.7166262 
-0.1708018 0.48583767 -3.7166262 
-0.1708018 0.5109908 -3.7166262 
-0.17277387 0.54233414 -3.759538 
-0.17685784 0.58119863 -3.8484046 
-0.1789731 0.6145063 -3.8944323 
-0.1789731 0.64086276 -3.8944323 
-0.17685784 0.65933347 -3.8484046 
-0.17685784 0.6853784 -3.8484046 
-0.17685784 0.71142334 -3.8484046 
-0.174792 0.72885406 -3.8034523 
-0.17685784 0.7635132 -3.8484046 
-0.1708018 0.76252186 -3.7166262 
-0.1708018 0.78767496 -3.7166262 
-0.1708018 0.81282806 -3.7166262 
-0.1708018 0.83798116 -3.7166262 
-0.1708018 0.86313426 -3.7166262 
-0.1708018 0.88828737 -3.7166262 
-0.1708018 0.91344047 -3.7166262 
-0.16887426 0.9280013 -3.6746829 
-0.16698971 0.942237 -3.6336756 
-0.16698971 0.96682876 -3.6336756 
-0.16698971 0.99142045 -3.6336756 
-0.16698971 1.0160122 -3.6336756 
-0.16698971 1.0406039 -3.6336756 
-0.16698971 1.0651957 -3.6336756 
-0.16334407 1.0659956 -3.5543468 
-0.04219856 0.2816053 -0.9182354 
-0.041844554 0.28540513 -0.9105323 
-0.04149644 0.28914177 -0.9029574 
-0.0410412 0.29201362 -0.8930514 
-0.040595837 0.29482317 -0.8833604 
-0.04026811 0.29837313 -0.87622905 
-0.040160038 0.30348656 -0.87387747 
-0.04026811 0.3102333 -0.87622905 
-0.04026811 0.31616336 -0.87622905 
-0.040376764 0.32296255 -0.8785933 
-0.03994563 0.3253966 -0.8692119 
-0.039733496 0.32951993 -0.86459595 
-0.039523605 0.3335997 -0.86002874 
-0.03941949 0.338526 -0.85776323 
-0.060072947 -0.6289894 -1.5315133 
-0.060356833 -0.62154794 -1.5387508 
-0.06122482 -0.61992276 -1.5608793 
-0.06151972 -0.61229426 -1.5683976 
-0.06181747 -0.6045919 -1.5759887 
-0.06242172 -0.5997315 -1.5913935 
-0.06272829 -0.591854 -1.5992093 
-0.06366635 -0.58971983 -1.6231244 
-0.0639853 -0.58163434 -1.6312559 
-0.06463289 -0.57636935 -1.6477656 
-0.06496163 -0.5680925 -1.6561465 
-0.06562924 -0.5626073 -1.6731666 
-0.066310704 -0.5570081 -1.6905402 
-0.066656776 -0.54841423 -1.699363 
-0.06735987 -0.54257673 -1.7172878 
-0.067717 -0.53376967 -1.7263926 
-0.06844276 -0.5276814 -1.7448953 
-0.06918424 -0.5214612 -1.7637988 
-0.06956104 -0.5122993 -1.773405 
-0.06994197 -0.50303704 -1.7831163 
-0.0711102 -0.49917 -1.8128995 
-0.071508326 -0.48962682 -1.8230494 
-0.07231811 -0.4826939 -1.8436942 
-0.072729915 -0.4728939 -1.854193 
-0.07356777 -0.4656484 -1.8755534 
-0.074425146 -0.45823404 -1.8974116 
-0.07486138 -0.44800347 -1.9085329 
-0.07574936 -0.44024792 -1.9311713 
-0.07620129 -0.4297269 -1.942693 
-0.07712154 -0.42161012 -1.966154 
-0.078064285 -0.4132949 -1.9901886 
-0.078544356 -0.40228465 -2.0024276 
-0.079522416 -0.3935734 -2.0273626 
-0.08002065 -0.38223267 -2.0400646 
-0.08155351 -0.37548357 -2.0791438 
-0.08207759 -0.36373502 -2.0925047 
-0.08314624 -0.35412493 -2.119749 
-0.08424308 -0.34426135 -2.1477122 
-0.08480243 -0.33191547 -2.1619723 
-0.08594369 -0.32155383 -2.191068 
-0.0871161 -0.31090948 -2.2209575 
-0.08832093 -0.29997075 -2.251674 
-0.08893594 -0.2867147 -2.267353 
-0.08955957 -0.27327275 -2.283252 
-0.091484055 -0.26336047 -2.3323152 
-0.092144065 -0.24936211 -2.3491416 
-0.09349306 -0.2368817 -2.3835332 
-0.09418249 -0.22237845 -2.4011097 
-0.09559229 -0.2092139 -2.4370515 
-0.09631314 -0.19417389 -2.455429 
-0.097787954 -0.18027507 -2.4930282 
-0.09930864 -0.165944 -2.531797 
-0.10008685 -0.14997561 -2.551637 
-0.10249644 -0.13590173 -2.6130674 
-0.10332563 -0.11917359 -2.634207 
-0.10502491 -0.103012726 -2.6775289 
-0.0339134 -0.0274123 -0.86459595 
-0.10859686 -0.06904209 -2.768593 
-0.10952814 -0.050736398 -2.7923353 
-0.11047553 -0.032114036 -2.8164883 
-0.11047553 -0.013052817 -2.8164883 
-0.112420335 0.006114174 -2.8660696 
-0.11652287 0.026441913 -2.9706604 
-0.117595725 0.04697509 -2.998012 
-0.032041665 0.018327847 -0.8168774 
-0.032203242 0.023976551 -0.82099676 
-0.032531332 0.029833717 -0.8293612 
-0.12327061 0.13431741 -3.1426888 
-0.12694629 0.16022553 -3.2363973 
-0.1282207 0.18395698 -3.2688878 
-0.13084789 0.2103024 -3.3358657 
-0.13358499 0.23775004 -3.405646 
-0.13643904 0.26637048 -3.4784079 
-0.1379123 0.29304183 -3.5159674 
-0.14095637 0.3238303 -3.5935736 
-0.14413784 0.35600862 -3.6746829 
-0.14578305 0.38522527 -3.7166262 
-0.14918877 0.41996542 -3.8034523 
-0.14918877 0.44570616 -3.8034523 
-0.14918877 0.47144687 -3.8034523 
-0.14578305 0.48583767 -3.7166262 
-0.14578305 0.5109908 -3.7166262 
-0.14578305 0.5361439 -3.7166262 
-0.14918877 0.5744097 -3.8034523 
-0.15275742 0.6145063 -3.8944323 
-0.15275742 0.64086276 -3.8944323 
-0.15275742 0.6672192 -3.8944323 
-0.15095201 0.6853784 -3.8484046 
-0.15095201 0.71142334 -3.8484046 
-0.14918877 0.72885406 -3.8034523 
-0.14918877 0.7545948 -3.8034523 
-0.14746624 0.7713258 -3.759538 
-0.14578305 0.78767496 -3.7166262 
-0.14746624 0.8222129 -3.759538 
-0.14746624 0.8476564 -3.759538 
-0.14578305 0.86313426 -3.7166262 
-0.14578305 0.88828737 -3.7166262 
-0.14746624 0.923987 -3.759538 
-0.14413784 0.9280013 -3.6746829 
-0.14413784 0.9528705 -3.6746829 
-0.14413784 0.97773975 -3.6746829 
-0.14252935 0.99142045 -3.6336756 
-0.14252935 1.0160122 -3.6336756 
-0.14413784 1.0523474 -3.6746829 
-0.14252935 1.0651957 -3.6336756 
-0.14095637 1.0777602 -3.5935736 
-0.14095637 1.1020806 -3.5935736 
-0.13941771 1.1141053 -3.5543468 
-0.03561564 0.29075432 -0.90799326 
-0.03522276 0.29362425 -0.89797705 
-0.034743685 0.29562515 -0.88576335 
-0.034555685 0.29998767 -0.8809704 
-0.036017388 0.3188915 -0.9182354 
-0.03541811 0.3196966 -0.9029574 
-0.03522276 0.32401055 -0.89797705 
-0.035125893 0.32918 -0.89550745 
-0.034743685 0.33159277 -0.88576335 
-0.034555685 0.33576068 -0.8809704 
-0.03418572 0.33806422 -0.87153846 
-0.033734255 0.33942014 -0.86002874 
-0.049763445 -0.6289894 -1.5315133 
-0.04999861 -0.62154794 -1.5387508 
-0.050475672 -0.61696523 -1.5534327 
-0.050961927 -0.61229426 -1.5683976 
-0.05120858 -0.6045919 -1.5759887 
-0.05170913 -0.5997315 -1.5913935 
-0.05221956 -0.5947751 -1.6071023 
-0.05247857 -0.58679485 -1.6150737 
-0.05300438 -0.58163434 -1.6312559 
-0.053271253 -0.5734674 -1.6394691 
-0.053813152 -0.5680925 -1.6561465 
-0.054366186 -0.5626073 -1.6731666 
-0.054930706 -0.5570081 -1.6905402 
-0.055217385 -0.54841423 -1.699363 
-0.055799812 -0.54257673 -1.7172878 
-0.056095656 -0.53376967 -1.7263926 
-0.05639466 -0.5248687 -1.7355946 
-0.057002325 -0.5186517 -1.7542961 
-0.05762323 -0.5122993 -1.773405 
-0.05825781 -0.5058069 -1.7929348 
-0.05858037 -0.4964062 -1.8028618 
-0.05890652 -0.4869008 -1.8128995 
-0.059907135 -0.4826939 -1.8436942 
-0.060248274 -0.4728939 -1.854193 
-0.060942337 -0.4656484 -1.8755534 
-0.061652575 -0.45823404 -1.8974116 
-0.06201394 -0.44800347 -1.9085329 
-0.06274953 -0.44024792 -1.9311713 
-0.063123904 -0.4297269 -1.942693 
-0.06388622 -0.42161012 -1.966154 
-0.06466718 -0.4132949 -1.9901886 
-0.065064855 -0.40228465 -2.0024276 
-0.06587507 -0.3935734 -2.0273626 
-0.06628779 -0.38223267 -2.0400646 
-0.067557596 -0.37548357 -2.0791438 
-0.06799173 -0.36373502 -2.0925047 
-0.06887698 -0.35412493 -2.119749 
-0.069328316 -0.34200552 -2.133639 
-0.06978559 -0.32972622 -2.1477122 
-0.07119435 -0.32155383 -2.191068 
-0.071676664 -0.30880323 -2.2059116 
-0.07266116 -0.29791066 -2.2362103 
-0.07367308 -0.2867147 -2.267353 
-0.074189685 -0.27327275 -2.283252 
-0.07524493 -0.26148748 -2.3157282 
-0.07633063 -0.24936211 -2.3491416 
-0.07744812 -0.2368817 -2.3835332 
-0.07801923 -0.22237845 -2.4011097 
-0.07859882 -0.20765968 -2.418947 
-0.07978423 -0.19417389 -2.455429 
-0.08100594 -0.18027507 -2.4930282 
-0.08226565 -0.165944 -2.531797 
-0.082910314 -0.14997561 -2.551637 
-0.08423043 -0.13481982 -2.5922647 
-0.08490637 -0.118217215 -2.6130674 
-0.08629135 -0.10217257 -2.6556914 
-0.08772226 -0.085595794 -2.6997287 
-0.08920142 -0.068459995 -2.7452512 
-0.09073132 -0.050736398 -2.7923353 
-0.09151612 -0.032114036 -2.8164883 
-0.092314616 -0.013166705 -2.8410625 
-0.09395415 0.0061684693 -2.8915207 
-0.095652975 0.026202857 -2.9438035 
-0.097414374 0.04697509 -2.998012 
-0.09831962 0.06788989 -3.0258718 
-0.10113921 0.09090236 -3.112647 
-0.10113921 0.1119679 -3.112647 
-0.10412528 0.13696118 -3.2045462 
-0.10516022 0.16022553 -3.2363973 
-0.10621594 0.18395698 -3.2688878 
-0.1095142 0.2124792 -3.3703947 
-0.11065962 0.23775004 -3.405646 
-0.11302387 0.26637048 -3.4784079 
-0.11424429 0.29304183 -3.5159674 
-0.118068986 0.32744405 -3.6336756 
-0.12076429 0.36007214 -3.7166262 
-0.12358554 0.3942247 -3.8034523 
-0.12504618 0.42492893 -3.8484046 
-0.12504618 0.45097387 -3.8484046 
-0.12358554 0.47144687 -3.8034523 
-0.122158624 0.49144712 -3.759538 
-0.12076429 0.5109908 -3.7166262 
-0.12076429 0.5361439 -3.7166262 
-0.122158624 0.5677777 -3.759538 
-0.12654175 0.6145063 -3.8944323 
-0.12654175 0.64086276 -3.8944323 
-0.12654175 0.6672192 -3.8944323 
-0.12504618 0.6853784 -3.8484046 
-0.12504618 0.71142334 -3.8484046 
-0.12504618 0.7374683 -3.8484046 
-0.12358554 0.7545948 -3.8034523 
-0.12358554 0.78033555 -3.8034523 
-0.12358554 0.8060762 -3.8034523 
-0.12358554 0.831817 -3.8034523 
-0.12504618 0.867693 -3.8484046 
-0.122158624 0.8730999 -3.759538 
-0.12076429 0.88828737 -3.7166262 
-0.122158624 0.923987 -3.759538 
-0.11940143 0.9280013 -3.6746829 
-0.11940143 0.9528705 -3.6746829 
-0.12076429 0.98889977 -3.7166262 
-0.11940143 1.002609 -3.6746829 
-0.11940143 1.0274782 -3.6746829 
-0.11940143 1.0523474 -3.6746829 
-0.11940143 1.0772167 -3.6746829 
-0.118068986 1.0897874 -3.6336756 
-0.116765946 1.1020806 -3.5935736 
-0.116765946 1.1264008 -3.5935736 
-0.118068986 1.1635625 -3.6336756 
-0.029097714 0.29281673 -0.89550745 
-0.0 0.0 -0.0 
-0.02992059 0.31356138 -0.92083216 
-0.02992059 0.3197933 -0.92083216 
-0.029585917 0.32237855 -0.9105323 
-0.029339785 0.32580757 -0.9029574 
-0.029097714 0.32918 -0.89550745 
-0.028859606 0.33249727 -0.8881795 
-0.028625362 0.33576068 -0.8809704 
-0.028243294 0.33716178 -0.8692119 
-0.028018909 0.34031898 -0.8623063 
-0.039640393 -0.6319618 -1.5387508 
-0.039828606 -0.62449914 -1.5460569 
-0.040210456 -0.61992276 -1.5608793 
-0.040599693 -0.61525774 -1.5759887 
-0.04079715 -0.6075324 -1.5836536 
-0.041401222 -0.6056515 -1.6071023 
-0.04160658 -0.5977252 -1.6150737 
-0.041813973 -0.58971983 -1.6231244 
-0.04223504 -0.58456284 -1.6394691 
-0.04244877 -0.57636935 -1.6477656 
-0.04288278 -0.57099676 -1.664613 
-0.043103136 -0.5626073 -1.6731666 
-0.04377799 -0.55991507 -1.699363 
-0.04400766 -0.55129135 -1.7082783 
-0.044239756 -0.54257673 -1.7172878 
-0.044711366 -0.5366148 -1.7355946 
-0.044950966 -0.5276814 -1.7448953 
-0.045685414 -0.5243012 -1.773405 
-0.045935594 -0.5151047 -1.7831163 
-0.046444267 -0.50860745 -1.8028618 
-0.04670285 -0.49917 -1.8128995 
-0.046964325 -0.48962682 -1.8230494 
-0.04776663 -0.48544255 -1.854193 
-0.04804019 -0.47560218 -1.864812 
-0.04859682 -0.4683461 -1.8864192 
-0.04888 -0.45823404 -1.8974116 
-0.04945638 -0.45064485 -1.9197854 
-0.050046515 -0.4428745 -1.942693 
-0.050346896 -0.4323061 -1.9543531 
-0.050958604 -0.42417136 -1.9780983 
-0.05158536 -0.4158365 -2.0024276 
-0.05222772 -0.40729403 -2.0273626 
-0.052554943 -0.39603925 -2.0400646 
-0.052886292 -0.38464257 -2.0529268 
-0.053905874 -0.37789652 -2.0925047 
-0.05425453 -0.36608762 -2.1060388 
-0.054965556 -0.3564454 -2.133639 
-0.055328097 -0.34426135 -2.1477122 
-0.056067724 -0.33413398 -2.1764228 
-0.057215 -0.3259403 -2.2209575 
-0.057215 -0.31090948 -2.2209575 
-0.058006298 -0.29997075 -2.251674 
-0.058819793 -0.2887252 -2.283252 
-0.059656426 -0.2771597 -2.3157282 
-0.060083732 -0.26336047 -2.3323152 
-0.06095697 -0.25117418 -2.3662124 
-0.061855976 -0.23862849 -2.4011097 
-0.06231549 -0.22403044 -2.418947 
-0.062781885 -0.2092139 -2.4370515 
-0.06373594 -0.19564925 -2.4740858 
-0.064719446 -0.18166597 -2.512263 
-0.06573377 -0.16724439 -2.551637 
-0.06625295 -0.15116015 -2.5717902 
-0.0673163 -0.13590173 -2.6130674 
-0.06841436 -0.12014556 -2.6556914 
-0.068976924 -0.103012726 -2.6775289 
-0.07013028 -0.086311415 -2.7222996 
-0.070721544 -0.068459995 -2.7452512 
-0.0719345 -0.050736398 -2.7923353 
-0.07255671 -0.032114036 -2.8164883 
-0.073833995 -0.013282598 -2.8660696 
-0.07515706 0.006223737 -2.917428 
-0.07652841 0.026441913 -2.9706604 
-0.07795073 0.04741162 -3.0258718 
-0.0786819 0.06852669 -3.0542543 
-0.07942692 0.09004163 -3.0831742 
-0.081749104 0.11415029 -3.1733162 
-0.08255363 0.13696118 -3.2045462 
-0.08421116 0.16183405 -3.2688878 
-0.08506514 0.18582247 -3.3020372 
-0.08773425 0.21470155 -3.405646 
-0.08866157 0.24026296 -3.4416425 
-0.09057628 0.26924673 -3.5159674 
-0.09257553 0.29951 -3.5935736 
-0.09466502 0.3311394 -3.6746829 
-0.09574553 0.36007214 -3.7166262 
-0.0979823 0.3942247 -3.8034523 
-0.09914034 0.42492893 -3.8484046 
-0.09914034 0.45097387 -3.8484046 
-0.09914034 0.47701883 -3.8484046 
-0.09914034 0.5030638 -3.8484046 
-0.0979823 0.5229283 -3.8034523 
-0.0979823 0.54866904 -3.8034523 
-0.0 0.0 -0.0 
-0.10278473 0.6295658 -3.9898717 
-0.10278473 0.65656817 -3.9898717 
-0.10154052 0.6752959 -3.9415743 
-0.10154052 0.70197135 -3.9415743 
-0.10154052 0.7286469 -3.9415743 
-0.10154052 0.75532234 -3.9415743 
-0.100326076 0.772645 -3.8944323 
-0.100326076 0.79900146 -3.8944323 
-0.09914034 0.81560314 -3.8484046 
-0.09914034 0.8416481 -3.8484046 
-0.100326076 0.8780708 -3.8944323 
-0.0979823 0.8832984 -3.8034523 
-0.096851006 0.8985434 -3.759538 
-0.096851006 0.923987 -3.759538 
-0.096851006 0.94943047 -3.759538 
-0.096851006 0.974874 -3.759538 
-0.096851006 1.0003176 -3.759538 
-0.096851006 1.025761 -3.759538 
-0.09574553 1.039206 -3.7166262 
-0.09574553 1.0643591 -3.7166262 
-0.09466502 1.0772167 -3.6746829 
-0.09466502 1.102086 -3.6746829 
-0.09466502 1.1269553 -3.6746829 
-0.09466502 1.1518245 -3.6746829 
-0.09574553 1.1901246 -3.7166262 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.09156499 1.2584343 -3.5543468 
-0.09156499 1.2824892 -3.5543468 
-0.023133157 0.3300878 -0.89797705 
-0.02294334 0.33340672 -0.8906088 
-0.022633804 0.3348547 -0.8785933 
-0.022452062 0.33806422 -0.87153846 
-0.022214228 0.34031898 -0.8623063 
-0.029282171 -0.6319618 -1.5387508 
-0.029421205 -0.62449914 -1.5460569 
-0.029846346 -0.6229088 -1.5683976 
-0.029990802 -0.61525774 -1.5759887 
-0.030136665 -0.6075324 -1.5836536 
-0.030432688 -0.602677 -1.5992093 
-0.03058289 -0.5947751 -1.6071023 
-0.030887786 -0.58971983 -1.6231244 
-0.031198826 -0.58456284 -1.6394691 
-0.031516194 -0.5793009 -1.6561465 
-0.03167731 -0.57099676 -1.664613 
-0.031840082 -0.5626073 -1.6731666 
-0.032338597 -0.55991507 -1.699363 
-0.032679703 -0.55419886 -1.7172878 
-0.032852966 -0.5454534 -1.7263926 
-0.033028077 -0.5366148 -1.7355946 
-0.03338396 -0.5305243 -1.7542961 
-0.033747602 -0.5243012 -1.773405 
-0.033932406 -0.5151047 -1.7831163 
-0.03430816 -0.50860745 -1.8028618 
-0.034499176 -0.49917 -1.8128995 
-0.034887657 -0.49238357 -1.8333137 
-0.035284985 -0.48544255 -1.854193 
-0.035487063 -0.47560218 -1.864812 
-0.03610743 -0.4710752 -1.8974116 
-0.036319062 -0.4609199 -1.9085329 
-0.03674987 -0.45331755 -1.9311713 
-0.036969125 -0.4428745 -1.942693 
-0.037191015 -0.4323061 -1.9543531 
-0.03764288 -0.42417136 -1.9780983 
-0.038105864 -0.4158365 -2.0024276 
-0.03882209 -0.40984586 -2.0400646 
-0.03882209 -0.39603925 -2.0400646 
-0.039066855 -0.38464257 -2.0529268 
-0.03982002 -0.37789652 -2.0925047 
-0.04007757 -0.36608762 -2.1060388 
-0.0406028 -0.3564454 -2.133639 
-0.041141972 -0.34654713 -2.1619723 
-0.041695658 -0.33638236 -2.191068 
-0.042264454 -0.3259403 -2.2209575 
-0.042264454 -0.31090948 -2.2209575 
-0.042848982 -0.29997075 -2.251674 
-0.043449905 -0.2887252 -2.283252 
-0.043449905 -0.27327275 -2.283252 
-0.04438357 -0.26336047 -2.3323152 
-0.045028627 -0.25117418 -2.3662124 
-0.04569272 -0.23862849 -2.4011097 
-0.04603216 -0.22403044 -2.418947 
-0.046376687 -0.2092139 -2.4370515 
-0.04708144 -0.19564925 -2.4740858 
-0.04780795 -0.18166597 -2.512263 
-0.048557226 -0.16724439 -2.551637 
-0.04894074 -0.15116015 -2.5717902 
-0.050128523 -0.13700117 -2.634207 
-0.050537366 -0.12014556 -2.6556914 
-0.05095293 -0.103012726 -2.6775289 
-0.051804908 -0.086311415 -2.7222996 
-0.052241676 -0.068459995 -2.7452512 
-0.053137675 -0.050736398 -2.7923353 
-0.053597305 -0.032114036 -2.8164883 
-0.054540828 -0.013282598 -2.8660696 
-0.055518173 0.006223737 -2.917428 
-0.056020092 0.026202857 -2.9438035 
-0.05758184 0.04741162 -3.0258718 
-0.058121953 0.06852669 -3.0542543 
-0.058672294 0.09004163 -3.0831742 
-0.059804846 0.11304856 -3.1426888 
-0.06098198 0.13696118 -3.2045462 
-0.06220639 0.16183405 -3.2688878 
-0.06283722 0.18582247 -3.3020372 
-0.06480888 0.21470155 -3.405646 
-0.06549389 0.24026296 -3.4416425 
-0.06690828 0.26924673 -3.5159674 
-0.06914824 0.30285233 -3.6336756 
-0.0699286 0.3311394 -3.6746829 
-0.07072678 0.36007214 -3.7166262 
-0.07154338 0.38967302 -3.759538 
-0.0732345 0.42492893 -3.8484046 
-0.0741104 0.4563676 -3.8944323 
-0.0741104 0.48272407 -3.8944323 
-0.0732345 0.5030638 -3.8484046 
-0.0732345 0.5291087 -3.8484046 
-0.0732345 0.55515367 -3.8484046 
-0.07154338 0.5677777 -3.759538 
-0.075926594 0.6295658 -3.9898717 
-0.075926594 0.65656817 -3.9898717 
-0.075007506 0.6752959 -3.9415743 
-0.075007506 0.70197135 -3.9415743 
-0.075007506 0.7286469 -3.9415743 
-0.075007506 0.75532234 -3.9415743 
-0.075007506 0.78199786 -3.9415743 
-0.075007506 0.8086733 -3.9415743 
-0.0741104 0.8253579 -3.8944323 
-0.0741104 0.8517144 -3.8944323 
-0.0741104 0.8780708 -3.8944323 
-0.07154338 0.8730999 -3.759538 
-0.07154338 0.8985434 -3.759538 
-0.07154338 0.923987 -3.759538 
-0.07154338 0.94943047 -3.759538 
-0.07154338 0.974874 -3.759538 
-0.07154338 1.0003176 -3.759538 
-0.07072678 1.0140529 -3.7166262 
-0.07072678 1.039206 -3.7166262 
-0.07072678 1.0643591 -3.7166262 
-0.07072678 1.0895122 -3.7166262 
-0.07072678 1.1146653 -3.7166262 
-0.0699286 1.1269553 -3.6746829 
-0.06914824 1.1389707 -3.6336756 
-0.06914824 1.1635625 -3.6336756 
-0.0699286 1.201563 -3.6746829 
-0.07072678 1.2404308 -3.7166262 
-0.0699286 1.2513014 -3.6746829 
-0.06838511 1.2480024 -3.5935736 
-0.06763863 1.2584343 -3.5543468 
-0.06763863 1.2824892 -3.5543468 
-0.06763863 1.3065441 -3.5543468 
-0.06838511 1.3452837 -3.5935736 
-0.06763863 1.3546537 -3.5543468 
-0.06838511 1.3939244 -3.5935736 
-0.016366204 0.33942014 -0.86002874 
-0.018923951 -0.6319618 -1.5387508 
-0.019013803 -0.62449914 -1.5460569 
-0.019196095 -0.61992276 -1.5608793 
-0.019288557 -0.61229426 -1.5683976 
-0.019476177 -0.6075324 -1.5836536 
-0.019667486 -0.602677 -1.5992093 
-0.019764556 -0.5947751 -1.6071023 
-0.020061603 -0.5926742 -1.6312559 
-0.020162612 -0.58456284 -1.6394691 
-0.020367714 -0.5793009 -1.6561465 
-0.020577032 -0.5739308 -1.6731666 
-0.020683313 -0.56551313 -1.6818086 
-0.0208992 -0.55991507 -1.699363 
-0.021008844 -0.55129135 -1.7082783 
-0.02123162 -0.5454534 -1.7263926 
-0.021344788 -0.5366148 -1.7355946 
-0.02145917 -0.5276814 -1.7448953 
-0.021809788 -0.5243012 -1.773405 
-0.02204997 -0.51794106 -1.7929348 
-0.022172056 -0.50860745 -1.8028618 
-0.022295503 -0.49917 -1.8128995 
-0.022674223 -0.49517152 -1.8436942 
-0.02280334 -0.48544255 -1.854193 
-0.022933936 -0.47560218 -1.864812 
-0.023199666 -0.4683461 -1.8864192 
-0.023471626 -0.4609199 -1.9085329 
-0.023750039 -0.45331755 -1.9311713 
-0.023891736 -0.4428745 -1.942693 
-0.024035135 -0.4323061 -1.9543531 
-0.02447585 -0.42676395 -1.9901886 
-0.024626367 -0.4158365 -2.0024276 
-0.025089238 -0.40984586 -2.0400646 
-0.02524742 -0.3985362 -2.0529268 
-0.025407609 -0.38708302 -2.065952 
-0.02573416 -0.37789652 -2.0925047 
-0.025900606 -0.36608762 -2.1060388 
-0.026240041 -0.3564454 -2.133639 
-0.02658849 -0.34654713 -2.1619723 
-0.026946316 -0.33638236 -2.191068 
-0.027128866 -0.32373223 -2.2059116 
-0.027313905 -0.31090948 -2.2209575 
-0.027691664 -0.29997075 -2.251674 
-0.028080018 -0.2887252 -2.283252 
-0.028278306 -0.27520248 -2.2993753 
-0.028683411 -0.26336047 -2.3323152 
-0.028890345 -0.24936211 -2.3491416 
-0.029529462 -0.23862849 -2.4011097 
-0.029748831 -0.22403044 -2.418947 
-0.029971484 -0.2092139 -2.4370515 
-0.030426942 -0.19564925 -2.4740858 
-0.030896455 -0.18166597 -2.512263 
-0.031380687 -0.16724439 -2.551637 
-0.031628534 -0.15116015 -2.5717902 
-0.032136172 -0.13590173 -2.6130674 
-0.032660373 -0.12014556 -2.6556914 
-0.032928936 -0.103012726 -2.6775289 
-0.033479538 -0.086311415 -2.7222996 
-0.033761803 -0.068459995 -2.7452512 
-0.034340855 -0.050736398 -2.7923353 
-0.034940116 -0.032394238 -2.8410625 
-0.034940116 -0.013166705 -2.8410625 
-0.035879277 0.006223737 -2.917428 
-0.036533944 0.026441913 -2.9706604 
-0.037212946 0.04741162 -3.0258718 
-0.037562 0.06852669 -3.0542543 
-0.038280133 0.09090236 -3.112647 
-0.038280133 0.1119679 -3.112647 
-0.039026257 0.13562642 -3.1733162 
-0.04020162 0.16183405 -3.2688878 
-0.041025333 0.18772618 -3.3358657 
-0.04144998 0.2124792 -3.3703947 
-0.0423262 0.24026296 -3.4416425 
-0.043240268 0.26924673 -3.5159674 
-0.044194687 0.29951 -3.5935736 
-0.045192193 0.3311394 -3.6746829 
-0.045708023 0.36007214 -3.7166262 
-0.046235763 0.38967302 -3.759538 
-0.047328666 0.42492893 -3.8484046 
-0.047894727 0.4563676 -3.8944323 
-0.047894727 0.48272407 -3.8944323 
-0.047894727 0.5090805 -3.8944323 
-0.047894727 0.535437 -3.8944323 
-0.047894727 0.5617934 -3.8944323 
-0.046235763 0.5677777 -3.759538 
-0.04847449 0.6219449 -3.9415743 
-0.04847449 0.64862037 -3.9415743 
-0.04847449 0.6752959 -3.9415743 
-0.04847449 0.70197135 -3.9415743 
-0.049068466 0.73757523 -3.9898717 
-0.04847449 0.75532234 -3.9415743 
-0.04847449 0.78199786 -3.9415743 
-0.04847449 0.8086733 -3.9415743 
-0.04847449 0.83534884 -3.9415743 
-0.047894727 0.8517144 -3.8944323 
-0.047894727 0.8780708 -3.8944323 
-0.047328666 0.893738 -3.8484046 
-0.04677583 0.90903914 -3.8034523 
-0.04677583 0.9347798 -3.8034523 
-0.04677583 0.96052057 -3.8034523 
-0.04677583 0.9862613 -3.8034523 
-0.046235763 1.0003176 -3.759538 
-0.046235763 1.025761 -3.759538 
