ply
format ascii 1.D
comment this is my Proccessing file
element vertex 76800
property float x
property float y
property float z
end_header
-0.226434 0.17046425 -0.73401314 
-0.22592472 0.17503726 -0.7323622 
-0.22391027 0.1783888 -0.72583216 
-0.22242287 0.18208338 -0.72101057 
-0.22144221 0.18613866 -0.7178316 
-0.21950656 0.18932723 -0.711557 
-0.21807688 0.19287838 -0.70692253 
-0.21666573 0.19638358 -0.7023481 
-0.21527271 0.1998437 -0.69783247 
-0.21435393 0.20369336 -0.69485414 
-0.21344298 0.2075103 -0.69190115 
-0.21209095 0.2108488 -0.6875184 
-0.2111991 0.21459554 -0.68462735 
-0.21031469 0.21831086 -0.68176043 
-0.20943767 0.22199523 -0.67891747 
-0.20856793 0.225649 -0.6760981 
-0.20727679 0.22879943 -0.6719127 
-0.20684995 0.23286623 -0.67052907 
-0.20557992 0.23594657 -0.6664121 
-0.20516004 0.23996553 -0.665051 
-0.2043254 0.24347186 -0.6623454 
-0.20349751 0.24694978 -0.6596617 
-0.20308608 0.25090587 -0.658328 
-0.20226818 0.25433284 -0.6556767 
-0.20105363 0.25721645 -0.6517396 
-0.46214348 -0.6289894 -1.5315133 
-0.46653208 -0.62449914 -1.5460569 
-0.47100487 -0.61992276 -1.5608793 
-0.47327355 -0.61229426 -1.5683976 
-0.4778771 -0.6075324 -1.5836536 
-0.48257115 -0.602677 -1.5992093 
-0.48735833 -0.5977252 -1.6150737 
-0.48978767 -0.58971983 -1.6231244 
-0.4922414 -0.58163434 -1.6312559 
-0.4997523 -0.5793009 -1.6561465 
-0.5023071 -0.57099676 -1.664613 
-0.507496 -0.56551313 -1.6818086 
-0.5101308 -0.5570081 -1.6905402 
-0.5154834 -0.55129135 -1.7082783 
-0.5209495 -0.5454534 -1.7263926 
-0.5237263 -0.5366148 -1.7355946 
-0.53223705 -0.5333981 -1.7637988 
-0.53513575 -0.5243012 -1.773405 
-0.5380662 -0.5151047 -1.7831163 
-0.5440245 -0.50860745 -1.8028618 
-0.5532136 -0.5047909 -1.8333137 
-0.55634594 -0.49517152 -1.8436942 
-0.55951405 -0.48544255 -1.854193 
-0.5692385 -0.48111287 -1.8864192 
-0.57255554 -0.4710752 -1.8974116 
-0.57930696 -0.46363744 -1.9197854 
-0.5827427 -0.45331755 -1.9311713 
-0.58973795 -0.44553265 -1.9543531 
-0.5969032 -0.4375586 -1.9780983 
-0.6079836 -0.4320453 -2.014818 
-0.611769 -0.42101467 -2.0273626 
-0.6156019 -0.40984586 -2.0400646 
-0.6234136 -0.4010648 -2.065952 
-0.6273943 -0.38955465 -2.0791438 
-0.6273943 -0.37548357 -2.0791438 
-0.6438386 -0.37088528 -2.133639 
-0.64808524 -0.35879648 -2.1477122 
-0.65238833 -0.34654713 -2.1619723 
-0.6611681 -0.33638236 -2.191068 
-0.6701875 -0.3259403 -2.2209575 
-0.6747901 -0.31304473 -2.2362103 
-0.6889852 -0.3041776 -2.283252 
-0.6938505 -0.29076403 -2.2993753 
-0.6987851 -0.2771597 -2.3157282 
-0.7088678 -0.26526046 -2.3491416 
-0.7192457 -0.2530128 -2.3835332 
-0.7245495 -0.23862849 -2.4011097 
-0.729932 -0.22403044 -2.418947 
-0.7409407 -0.21079156 -2.455429 
-0.74657047 -0.19564925 -2.4740858 
-0.7580907 -0.18166597 -2.512263 
-0.76398516 -0.165944 -2.531797 
-0.77605337 -0.15116015 -2.5717902 
-0.788509 -0.13590173 -2.6130674 
-0.794888 -0.11917359 -2.634207 
-0.8146596 -0.103866816 -2.6997287 
-0.8214705 -0.086311415 -2.7222996 
-0.82839626 -0.068459995 -2.7452512 
-0.8426042 -0.050736398 -2.7923353 
-0.864854 -0.03267937 -2.8660696 
-0.88035166 -0.013520615 -2.917428 
-0.8883107 0.0062800036 -2.9438035 
-0.9046684 0.02668537 -2.998012 
-0.9046684 0.04697509 -2.998012 
-0.93926024 0.06983682 -3.112647 
-0.93926024 0.09090236 -3.112647 
-0.9483255 0.11304856 -3.1426888 
-0.9483255 0.13431741 -3.1426888 
-0.96699136 0.15864867 -3.2045462 
-0.9766026 0.18212858 -3.2363973 
-0.9766026 0.20403163 -3.2363973 
-0.9766026 0.22593468 -3.2363973 
-0.9766026 0.24783772 -3.2363973 
-0.96699136 0.26708612 -3.2045462 
-0.96699136 0.2887736 -3.2045462 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.24899639 0.113449134 -0.82515776 
-0.24649775 0.11783909 -0.8168774 
-0.24344409 0.121839195 -0.8067578 
-0.23987812 0.12543443 -0.7949404 
-0.23755828 0.12954928 -0.7872526 
-0.23416142 0.13294858 -0.7759957 
-0.2336047 0.13787173 -0.7741507 
-0.23195033 0.14209746 -0.76866823 
-0.2297806 0.1459217 -0.7614779 
-0.22871087 0.15037186 -0.7579329 
-0.22660105 0.15406688 -0.7509411 
-0.22556067 0.15841834 -0.7474933 
-0.22401787 0.16235903 -0.7423806 
-0.22249606 0.16624616 -0.7373374 
-0.22149295 0.17046425 -0.73401314 
-0.22049883 0.17464447 -0.73071873 
-0.21805216 0.17759705 -0.72261065 
-0.21708864 0.1816811 -0.7194176 
-0.2156592 0.18532155 -0.7146805 
-0.21471666 0.18932723 -0.711557 
-0.21331818 0.19287838 -0.70692253 
-0.21193783 0.19638358 -0.7023481 
-0.21102744 0.2002729 -0.69933116 
-0.20967647 0.20369336 -0.69485414 
-0.20878538 0.2075103 -0.69190115 
-0.20790184 0.21129493 -0.6889731 
-0.20702575 0.21504769 -0.68606985 
-0.20615701 0.21876892 -0.6831909 
-0.20529553 0.22245906 -0.680336 
-0.20486748 0.22658996 -0.67891747 
-0.203594 0.22974761 -0.6746972 
-0.20275377 0.23334676 -0.6719127 
-0.20233624 0.23740418 -0.67052907 
-0.20150632 0.24094978 -0.6677788 
-0.20068319 0.24446641 -0.665051 
-0.19986677 0.24795444 -0.6623454 
-0.19946104 0.25192457 -0.66100085 
-0.19825366 0.254846 -0.6569997 
-0.19745685 0.25825027 -0.6543591 
-0.451834 -0.6289894 -1.5315133 
-0.4561247 -0.62449914 -1.5460569 
-0.46049768 -0.61992276 -1.5608793 
-0.46271574 -0.61229426 -1.5683976 
-0.46721664 -0.6075324 -1.5836536 
-0.4695001 -0.5997315 -1.5913935 
-0.47413456 -0.5947751 -1.6071023 
-0.47648633 -0.58679485 -1.6150737 
-0.48126048 -0.58163434 -1.6312559 
-0.48860383 -0.5793009 -1.6561465 
-0.49110165 -0.57099676 -1.664613 
-0.49617478 -0.56551313 -1.6818086 
-0.50135374 -0.55991507 -1.699363 
-0.50135374 -0.54841423 -1.699363 
-0.5093281 -0.5454534 -1.7263926 
-0.512043 -0.5366148 -1.7355946 
-0.51756036 -0.5305243 -1.7542961 
-0.52319795 -0.5243012 -1.773405 
-0.526063 -0.5151047 -1.7831163 
-0.5318884 -0.50860745 -1.8028618 
-0.5408725 -0.5047909 -1.8333137 
-0.543935 -0.49517152 -1.8436942 
-0.5501653 -0.48822272 -1.864812 
-0.5565399 -0.48111287 -1.8864192 
-0.5597829 -0.4710752 -1.8974116 
-0.5663838 -0.46363744 -1.9197854 
-0.56974286 -0.45331755 -1.9311713 
-0.5765821 -0.44553265 -1.9543531 
-0.58358747 -0.4375586 -1.9780983 
-0.59076524 -0.4293884 -2.0024276 
-0.59812164 -0.42101467 -2.0273626 
-0.60186905 -0.40984586 -2.0400646 
-0.6056637 -0.3985362 -2.0529268 
-0.6133984 -0.38955465 -2.0791438 
-0.6173402 -0.37789652 -2.0925047 
-0.62947583 -0.37088528 -2.133639 
-0.6336278 -0.35879648 -2.1477122 
-0.63783485 -0.34654713 -2.1619723 
-0.64641875 -0.33638236 -2.191068 
-0.650798 -0.32373223 -2.2059116 
-0.6552369 -0.31090948 -2.2209575 
-0.66892475 -0.30205953 -2.267353 
-0.67361534 -0.2887252 -2.283252 
-0.6831966 -0.2771597 -2.3157282 
-0.68809015 -0.26336047 -2.3323152 
-0.6980907 -0.25117418 -2.3662124 
-0.70838624 -0.23862849 -2.4011097 
-0.7136487 -0.22403044 -2.418947 
-0.7244118 -0.21079156 -2.455429 
-0.729916 -0.19564925 -2.4740858 
-0.73550445 -0.18027507 -2.4930282 
-0.74694216 -0.165944 -2.531797 
-0.7587412 -0.15116015 -2.5717902 
-0.77091897 -0.13590173 -2.6130674 
-0.77715564 -0.11917359 -2.634207 
-0.7964862 -0.103866816 -2.6997287 
-0.8031451 -0.086311415 -2.7222996 
-0.80991644 -0.068459995 -2.7452512 
-0.82380736 -0.050736398 -2.7923353 
-0.8309331 -0.032114036 -2.8164883 
-0.8455608 -0.013282598 -2.8660696 
-0.8684942 0.0062800036 -2.9438035 
-0.9010799 0.027185982 -3.0542543 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.9271702 0.17685513 -3.1426888 
-0.9362061 0.20005482 -3.1733162 
-0.9362061 0.22153096 -3.1733162 
-0.9454197 0.24539863 -3.2045462 
-0.9548165 0.2697408 -3.2363973 
-0.9548165 0.29164383 -3.2363973 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.24221417 0.11287704 -0.82099676 
-0.23979571 0.11725079 -0.8127993 
-0.23567764 0.120643556 -0.7988409 
-0.23395574 0.12512894 -0.7930044 
-0.23225883 0.12954928 -0.7872526 
-0.23058634 0.13390593 -0.7815836 
-0.22839345 0.13787173 -0.7741507 
-0.22677597 0.14209746 -0.76866823 
-0.22518124 0.14626375 -0.7632628 
-0.2241305 0.15072271 -0.75970125 
-0.22205815 0.154423 -0.7526769 
-0.22052886 0.15841834 -0.7474933 
-0.21902049 0.16235903 -0.7423806 
-0.21753262 0.16624616 -0.7373374 
-0.21606481 0.17008084 -0.7323622 
-0.21509723 0.17425343 -0.7290826 
-0.21366201 0.17799205 -0.72421783 
-0.21224582 0.1816811 -0.7194176 
-0.21131207 0.1857292 -0.71625257 
-0.20992675 0.18932723 -0.711557 
-0.20901325 0.19329804 -0.7084606 
-0.20765781 0.19680808 -0.7038663 
-0.20676392 0.20070396 -0.7008364 
-0.20587769 0.20456645 -0.69783247 
-0.20499901 0.20839594 -0.69485414 
-0.2041278 0.2121929 -0.69190115 
-0.20326397 0.21595772 -0.6889731 
-0.20198186 0.21922891 -0.68462735 
-0.20113604 0.22292484 -0.68176043 
-0.2007158 0.2270634 -0.680336 
-0.2007158 0.23166773 -0.680336 
-0.19864061 0.23382926 -0.67330205 
-0.19823073 0.23789407 -0.6719127 
-0.19701111 0.24094978 -0.6677788 
-0.19620635 0.24446641 -0.665051 
-0.19580643 0.24845983 -0.66369545 
-0.19540814 0.252437 -0.6623454 
-0.19461638 0.2558786 -0.6596617 
-0.1942229 0.25981665 -0.658328 
-0.44152448 -0.6289894 -1.5315133 
-0.44571728 -0.62449914 -1.5460569 
-0.4499905 -0.61992276 -1.5608793 
-0.4499905 -0.60935915 -1.5608793 
-0.45215797 -0.6016798 -1.5683976 
-0.4587875 -0.5997315 -1.5913935 
-0.46331623 -0.5947751 -1.6071023 
-0.4679353 -0.58971983 -1.6231244 
-0.47027954 -0.58163434 -1.6312559 
-0.47745535 -0.5793009 -1.6561465 
-0.4798962 -0.57099676 -1.664613 
-0.48485354 -0.56551313 -1.6818086 
-0.48991436 -0.55991507 -1.699363 
-0.49248457 -0.55129135 -1.7082783 
-0.4977068 -0.5454534 -1.7263926 
-0.50035965 -0.5366148 -1.7355946 
-0.50849074 -0.5333981 -1.7637988 
-0.51126015 -0.5243012 -1.773405 
-0.51689047 -0.51794106 -1.7929348 
-0.5226461 -0.5114392 -1.8128995 
-0.5285314 -0.5047909 -1.8333137 
-0.531524 -0.49517152 -1.8436942 
-0.5345507 -0.48544255 -1.854193 
-0.54384136 -0.48111287 -1.8864192 
-0.54701036 -0.4710752 -1.8974116 
-0.5534606 -0.46363744 -1.9197854 
-0.5600647 -0.4560221 -1.942693 
-0.5668283 -0.4482229 -1.966154 
-0.57375735 -0.440233 -1.9901886 
-0.5772857 -0.4293884 -2.0024276 
-0.5808578 -0.4184096 -2.014818 
-0.5881362 -0.40984586 -2.0400646 
-0.5918443 -0.3985362 -2.0529268 
-0.5994025 -0.38955465 -2.0791438 
-0.6032543 -0.37789652 -2.0925047 
-0.6151131 -0.37088528 -2.133639 
-0.61917025 -0.35879648 -2.1477122 
-0.62328136 -0.34654713 -2.1619723 
-0.6316694 -0.33638236 -2.191068 
-0.6359488 -0.32373223 -2.2059116 
-0.64468366 -0.31304473 -2.2362103 
-0.6491417 -0.29997075 -2.251674 
-0.6536619 -0.2867147 -2.267353 
-0.6676081 -0.2771597 -2.3157282 
-0.67239 -0.26336047 -2.3323152 
-0.68216234 -0.25117418 -2.3662124 
-0.69222295 -0.23862849 -2.4011097 
-0.69222295 -0.22237845 -2.4011097 
-0.7078829 -0.21079156 -2.455429 
-0.7132615 -0.19564925 -2.4740858 
-0.7242677 -0.18166597 -2.512263 
-0.72989917 -0.165944 -2.531797 
-0.741429 -0.15116015 -2.5717902 
-0.75332886 -0.13590173 -2.6130674 
-0.7594233 -0.11917359 -2.634207 
-0.7656171 -0.10217257 -2.6556914 
-0.77831274 -0.085595794 -2.6997287 
-0.79143655 -0.068459995 -2.7452512 
-0.80501056 -0.050736398 -2.7923353 
-0.80501056 -0.03183864 -2.7923353 
-0.0 -0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.23788716 0.10228025 -0.82515776 
-0.23668757 0.10732076 -0.82099676 
-0.23491068 0.11202964 -0.8148333 
-0.23200776 0.116091646 -0.8047639 
-0.22973657 0.1203483 -0.79688585 
-0.22861756 0.12512894 -0.7930044 
-0.22641195 0.1292368 -0.7853538 
-0.22532503 0.13390593 -0.7815836 
-0.22318219 0.13787173 -0.7741507 
-0.22160162 0.14209746 -0.76866823 
-0.22004329 0.14626375 -0.7632628 
-0.21850671 0.15037186 -0.7579329 
-0.21699144 0.154423 -0.7526769 
-0.21549705 0.15841834 -0.7474933 
-0.2140231 0.16235903 -0.7423806 
-0.21305162 0.16662347 -0.7390109 
-0.21113485 0.17008084 -0.7323622 
-0.21018936 0.17425343 -0.7290826 
-0.20971979 0.17878734 -0.72745377 
-0.20832355 0.18248747 -0.72261065 
-0.20694579 0.18613866 -0.7178316 
-0.20603734 0.19015832 -0.7146805 
-0.20558612 0.19456804 -0.71311533 
-0.20380078 0.19766264 -0.70692253 
-0.20291969 0.20157166 -0.7038663 
-0.202482 0.20589018 -0.7023481 
-0.20118017 0.20928918 -0.69783247 
-0.20074993 0.21355423 -0.6963401 
-0.19947022 0.2168755 -0.69190115 
-0.19862609 0.2206205 -0.6889731 
-0.19737323 0.22386228 -0.68462735 
-0.19695911 0.22801623 -0.6831909 
-0.19613607 0.23166773 -0.680336 
-0.19491431 0.23480028 -0.6760981 
-0.19451044 0.23887995 -0.6746972 
-0.1933088 0.24194214 -0.67052907 
-0.19212191 0.24496675 -0.6664121 
-0.19212191 0.24947684 -0.6664121 
-0.1909495 0.252437 -0.6623454 
-0.19017582 0.2558786 -0.6596617 
-0.19017582 0.260343 -0.6596617 
-0.43325275 -0.6319618 -1.5387508 
-0.4353099 -0.62449914 -1.5460569 
-0.4394833 -0.61992276 -1.5608793 
-0.44160017 -0.61229426 -1.5683976 
-0.4437375 -0.6045919 -1.5759887 
-0.45027554 -0.602677 -1.5992093 
-0.4524979 -0.5947751 -1.6071023 
-0.4570091 -0.58971983 -1.6231244 
-0.45929864 -0.58163434 -1.6312559 
-0.46394715 -0.57636935 -1.6477656 
-0.46630687 -0.5680925 -1.6561465 
-0.47109908 -0.5626073 -1.6731666 
-0.47847497 -0.55991507 -1.699363 
-0.48098516 -0.55129135 -1.7082783 
-0.48608547 -0.5454534 -1.7263926 
-0.4886764 -0.5366148 -1.7355946 
-0.49932232 -0.5363031 -1.773405 
-0.49932232 -0.5243012 -1.773405 
-0.49932232 -0.5122993 -1.773405 
-0.51044244 -0.5114392 -1.8128995 
-0.5161903 -0.5047909 -1.8333137 
-0.51911306 -0.49517152 -1.8436942 
-0.5220691 -0.48544255 -1.854193 
-0.5280834 -0.47834164 -1.8755534 
-0.5342378 -0.4710752 -1.8974116 
-0.5405374 -0.46363744 -1.9197854 
-0.5469873 -0.4560221 -1.942693 
-0.5502703 -0.44553265 -1.9543531 
-0.55695605 -0.4375586 -1.9780983 
-0.56380624 -0.4293884 -2.0024276 
-0.5672949 -0.4184096 -2.014818 
-0.57082695 -0.40729403 -2.0273626 
-0.57802486 -0.3985362 -2.0529268 
-0.58540654 -0.38955465 -2.0791438 
-0.5891685 -0.37789652 -2.0925047 
-0.5968394 -0.36847082 -2.119749 
-0.6047128 -0.35879648 -2.1477122 
-0.6127966 -0.34886342 -2.1764228 
-0.61692005 -0.33638236 -2.191068 
-0.6210995 -0.32373223 -2.2059116 
-0.62963045 -0.31304473 -2.2362103 
-0.6339844 -0.29997075 -2.251674 
-0.64287555 -0.2887252 -2.283252 
-0.65201956 -0.2771597 -2.3157282 
-0.6566898 -0.26336047 -2.3323152 
-0.66623396 -0.25117418 -2.3662124 
-0.6760597 -0.23862849 -2.4011097 
-0.6760597 -0.22237845 -2.4011097 
-0.6861796 -0.2092139 -2.4370515 
-0.696607 -0.19564925 -2.4740858 
-0.7128562 -0.1830785 -2.531797 
-0.7184424 -0.16724439 -2.551637 
-0.72411674 -0.15116015 -2.5717902 
-0.7357388 -0.13590173 -2.6130674 
-0.74169093 -0.11917359 -2.634207 
-0.7477401 -0.10217257 -2.6556914 
-0.7601393 -0.085595794 -2.6997287 
-0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.23174527 0.10202172 -0.823072 
-0.23116097 0.10732076 -0.82099676 
-0.22885287 0.11174999 -0.8127993 
-0.22715183 0.116379276 -0.8067578 
-0.22492273 0.120643556 -0.7988409 
-0.2232794 0.12512894 -0.7930044 
-0.22219712 0.12986325 -0.78916055 
-0.22006375 0.13390593 -0.7815836 
-0.2184904 0.1382003 -0.7759957 
-0.21745394 0.14277153 -0.77231455 
-0.21591756 0.14695269 -0.7668579 
-0.21390252 0.15072271 -0.75970125 
-0.21241575 0.15478079 -0.7544208 
-0.211436 0.15914904 -0.7509411 
-0.2099832 0.16310276 -0.7457813 
-0.20855021 0.1670025 -0.7406919 
-0.20807691 0.1716249 -0.7390109 
-0.20574217 0.17464447 -0.73071873 
-0.20482287 0.17878734 -0.72745377 
-0.20391177 0.18289335 -0.72421783 
-0.20256019 0.18654992 -0.7194176 
-0.20211364 0.19099675 -0.7178316 
-0.20122641 0.19499508 -0.7146805 
-0.19991009 0.19852464 -0.7100054 
-0.19904207 0.2024469 -0.70692253 
-0.19818155 0.20633523 -0.7038663 
-0.19732846 0.2101901 -0.7008364 
-0.19606246 0.21355423 -0.6963401 
-0.19564408 0.21780111 -0.69485414 
-0.19439955 0.2210883 -0.69043404 
-0.19398822 0.22528328 -0.6889731 
-0.19317076 0.22897708 -0.68606985 
-0.19236016 0.23263986 -0.6831909 
-0.19115692 0.23577942 -0.67891747 
-0.19075918 0.23987399 -0.67750484 
-0.18957585 0.2429427 -0.67330205 
-0.1880207 0.24546912 -0.6677788 
-0.1880207 0.24998847 -0.6677788 
-0.1876359 0.25398692 -0.6664121 
-0.1861123 0.25639802 -0.66100085 
-0.18573526 0.260343 -0.6596617 
-0.42289454 -0.6319618 -1.5387508 
-0.42490247 -0.62449914 -1.5460569 
-0.42897615 -0.61992276 -1.5608793 
-0.43104237 -0.61229426 -1.5683976 
-0.43523517 -0.6075324 -1.5836536 
-0.4373623 -0.5997315 -1.5913935 
-0.44167957 -0.5947751 -1.6071023 
-0.44387037 -0.58679485 -1.6150737 
-0.4483177 -0.58163434 -1.6312559 
-0.45285508 -0.57636935 -1.6477656 
-0.45748523 -0.57099676 -1.664613 
-0.45983604 -0.5626073 -1.6731666 
-0.4646108 -0.5570081 -1.6905402 
-0.46703556 -0.54841423 -1.699363 
-0.47446412 -0.5454534 -1.7263926 
-0.4769931 -0.5366148 -1.7355946 
-0.48474446 -0.5333981 -1.7637988 
-0.4873845 -0.5243012 -1.773405 
-0.49275187 -0.51794106 -1.7929348 
-0.49548012 -0.50860745 -1.8028618 
-0.5010283 -0.50196475 -1.8230494 
-0.50670207 -0.49517152 -1.8436942 
-0.50958747 -0.48544255 -1.854193 
-0.5184442 -0.48111287 -1.8864192 
-0.52146524 -0.4710752 -1.8974116 
-0.5276142 -0.46363744 -1.9197854 
-0.5339099 -0.4560221 -1.942693 
-0.53711444 -0.44553265 -1.9543531 
-0.54035765 -0.4349165 -1.966154 
-0.5469631 -0.42676395 -1.9901886 
-0.553732 -0.4184096 -2.014818 
-0.5606705 -0.40984586 -2.0400646 
-0.56778514 -0.4010648 -2.065952 
-0.57141066 -0.38955465 -2.0791438 
-0.57880217 -0.3803407 -2.1060388 
-0.5825702 -0.36847082 -2.119749 
-0.5863876 -0.3564454 -2.133639 
-0.5941744 -0.34654713 -2.1619723 
-0.6021707 -0.33638236 -2.191068 
-0.6062502 -0.32373223 -2.2059116 
-0.61457723 -0.31304473 -2.2362103 
-0.62313616 -0.30205953 -2.267353 
-0.62750566 -0.2887252 -2.283252 
-0.6364311 -0.2771597 -2.3157282 
-0.64098966 -0.26336047 -2.3323152 
-0.6503056 -0.25117418 -2.3662124 
-0.6598965 -0.23862849 -2.4011097 
-0.6647987 -0.22403044 -2.418947 
-0.6748251 -0.21079156 -2.455429 
-0.6799525 -0.19564925 -2.4740858 
-0.6904447 -0.18166597 -2.512263 
-0.7012658 -0.16724439 -2.551637 
-0.7068046 -0.15116015 -2.5717902 
-0.71814877 -0.13590173 -2.6130674 
-0.72395855 -0.11917359 -2.634207 
-0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.0 0.0 -0.0 
-0.23328078 0.09372398 -0.84881914 
-0.2302793 0.09818876 -0.8378979 
-0.22793317 0.10280128 -0.8293612 
-0.22506689 0.10705085 -0.81893194 
-0.22282524 0.11147174 -0.81077546 
-0.22172108 0.116379276 -0.8067578 
-0.21954527 0.120643556 -0.7988409 
-0.2184733 0.12543443 -0.7949404 
-0.21688482 0.12986325 -0.78916055 
-0.21531929 0.13422813 -0.7834642 
-0.2137762 0.13853045 -0.77784944 
-0.21275967 0.14311096 -0.7741507 
-0.21125293 0.1472996 -0.76866823 
-0.20976736 0.15142931 -0.7632628 
-0.20878853 0.15586415 -0.75970125 
-0.20685804 0.15951692 -0.7526769 
-0.20543343 0.16347717 -0.7474933 
-0.20449455 0.16776575 -0.7440771 
-0.2035642 0.1720153 -0.7406919 
-0.20172867 0.17543185 -0.73401314 
-0.2003736 0.17918766 -0.7290826 
-0.19992596 0.18371055 -0.72745377 
-0.1994803 0.18821326 -0.72583216 
-0.19815518 0.19184259 -0.72101057 
-0.19684754 0.195424 -0.71625257 
-0.19598533 0.19939421 -0.71311533 
-0.19470608 0.20288737 -0.7084606 
-0.19428337 0.20723115 -0.70692253 
-0.19302619 0.21064349 -0.7023481 
-0.19219704 0.21447155 -0.69933116 
-0.191375 0.21826687 -0.6963401 
-0.19096662 0.22250369 -0.69485414 
-0.18975183 0.22576097 -0.69043404 
-0.18895054 0.22946054 -0.6875184 
-0.188156 0.23312901 -0.68462735 
-0.1877612 0.23726352 -0.6831909 
-0.18658674 0.24037415 -0.67891747 
-0.18581189 0.24395157 -0.6760981 
-0.18466163 0.24698871 -0.6719127 
-0.1835255 0.24998847 -0.6677788 
-0.1835255 0.2545078 -0.6677788 
-0.18240328 0.25744325 -0.66369545 
-0.18203224 0.26140216 -0.6623454 
-0.41059598 -0.6289894 -1.5315133 
-0.41449508 -0.62449914 -1.5460569 
-0.4204846 -0.6229088 -1.5683976 
-0.4204846 -0.61229426 -1.5683976 
-0.42457467 -0.6075324 -1.5836536 
-0.42664975 -0.5997315 -1.5913935 
-0.43299836 -0.5977252 -1.6150737 
-0.43515673 -0.58971983 -1.6231244 
-0.43733677 -0.58163434 -1.6312559 
-0.44400993 -0.5793009 -1.6561465 
-0.44627976 -0.57099676 -1.664613 
-0.45088986 -0.56551313 -1.6818086 
-0.4532308 -0.5570081 -1.6905402 
-0.45559618 -0.54841423 -1.699363 
-0.46040177 -0.54257673 -1.7172878 
-0.4653098 -0.5366148 -1.7355946 
-0.4728713 -0.5333981 -1.7637988 
-0.4754467 -0.5243012 -1.773405 
-0.4806826 -0.51794106 -1.7929348 
-0.4860351 -0.5114392 -1.8128995 
-0.4860351 -0.49917 -1.8128995 
-0.49150813 -0.49238357 -1.8333137 
-0.4971058 -0.48544255 -1.854193 
-0.5028325 -0.47834164 -1.8755534 
-0.5086926 -0.4710752 -1.8974116 
-0.514691 -0.46363744 -1.9197854 
-0.5177436 -0.45331755 -1.9311713 
-0.52395856 -0.44553265 -1.9543531 
-0.5303246 -0.4375586 -1.9780983 
-0.533566 -0.42676395 -1.9901886 
-0.54016906 -0.4184096 -2.014818 
-0.54693764 -0.40984586 -2.0400646 
-0.550386 -0.3985362 -2.0529268 
-0.55387807 -0.38708302 -2.065952 
-0.5609968 -0.37789652 -2.0925047 
-0.5683009 -0.36847082 -2.119749 
-0.5720248 -0.3564454 -2.133639 
-0.5757978 -0.34426135 -2.1477122 
-0.58742136 -0.33638236 -2.191068 
-0.591401 -0.32373223 -2.2059116 
-0.59952396 -0.31304473 -2.2362103 
-0.6078733 -0.30205953 -2.267353 
-0.61213577 -0.2887252 -2.283252 
-0.6208426 -0.2771597 -2.3157282 
-0.6252895 -0.26336047 -2.3323152 
-0.6298007 -0.24936211 -2.3491416 
-0.6437332 -0.23862849 -2.4011097 
-0.6533691 -0.22570719 -2.4370515 
-0.6582961 -0.21079156 -2.455429 
-0.66329795 -0.19564925 -2.4740858 
-0.6683764 -0.18027507 -2.4930282 
-0.6840893 -0.16724439 -2.551637 
